variant_id,variant_name,id,difficulty,question,gold_sql,generated_sql,ex,elapsed_s,error,critical_rule,flags,prompt_tokens,completion_tokens,total_tokens,total_cost_usd
V6,no_schema_enrichment,GT053,easy,Qual o valor total gasto em internações?,"SELECT ROUND(SUM(""VAL_TOT""), 0) AS total_gasto FROM internacoes;","SELECT SUM(""VAL_TOT"") AS total_gasto FROM internacoes;",True,10.42,,,"{""disable_schema_enrichment"": true}",11334,342,11676,0.001291
V6,no_schema_enrichment,GT065,medium,Qual o nível de instrução dos pacientes internados?,"  SELECT ins.""DESCRICAO"", COUNT(*) AS total FROM internacoes i JOIN instrucao ins ON i.""INSTRU"" = ins.""INSTRU"" WHERE i.""INSTRU"" IS NOT NULL AND i.""INSTRU"" != 0 GROUP BY ins.""INSTRU"", ins.""DESCRICAO"" ORDER BY total DESC;
","SELECT ins.""DESCRICAO"", COUNT(*) AS total FROM internacoes i JOIN instrucao ins ON i.""INSTRU"" = ins.""INSTRU"" WHERE i.""INSTRU"" IS NOT NULL AND i.""INSTRU"" != 0 GROUP BY ins.""DESCRICAO"" ORDER BY total DESC;",True,21.35,,RULE_O,"{""disable_schema_enrichment"": true}",12432,488,12920,0.001476
V6,no_schema_enrichment,GT067,medium,Qual a quantidade de internações por especialidade?,"SELECT e.""DESCRICAO"" AS especialidade, COUNT(*) AS total_consultas FROM internacoes i JOIN especialidade e ON i.""ESPEC"" = e.""ESPEC"" GROUP BY e.""DESCRICAO"" ORDER BY total_consultas DESC;","SELECT e.""DESCRICAO"" AS especialidade, COUNT(*) AS total_internacoes FROM internacoes i JOIN especialidade e ON i.""ESPEC"" = e.""ESPEC"" GROUP BY e.""DESCRICAO"";",True,11.45,,,"{""disable_schema_enrichment"": true}",12867,576,13443,0.00194
V6,no_schema_enrichment,GT068,medium,Quais são os 10 procedimentos mais comuns?,"SELECT p.""NOME_PROC"", COUNT(a.""id_atendimento"") AS total_atendimentos FROM atendimentos a JOIN procedimentos p ON a.""PROC_REA"" = p.""PROC_REA"" GROUP BY p.""NOME_PROC"" ORDER BY total_atendimentos DESC LIMIT 10;","SELECT p.""NOME_PROC"", COUNT(*) AS total FROM atendimentos a JOIN procedimentos p ON a.""PROC_REA"" = p.""PROC_REA"" GROUP BY p.""NOME_PROC"" ORDER BY total DESC LIMIT 10;",False,17.09,,,"{""disable_schema_enrichment"": true}",14481,608,15089,0.001673
V6,no_schema_enrichment,GT071,medium,Qual é a raça que apresenta maior número de mortes registradas?,"SELECT r.""DESCRICAO"" AS descricao_raca_cor, COUNT(i.""N_AIH"") AS total_mortes FROM internacoes i JOIN raca_cor r ON i.""RACA_COR"" = r.""RACA_COR"" WHERE i.""MORTE"" = true GROUP BY r.""DESCRICAO"" ORDER BY total_mortes DESC LIMIT 1;","SELECT CASE WHEN ""RACA_COR"" = 1 THEN 'Branca' WHEN ""RACA_COR"" = 2 THEN 'Preta' WHEN ""RACA_COR"" = 3 THEN 'Parda' WHEN ""RACA_COR"" = 4 THEN 'Amarela' WHEN ""RACA_COR"" = 5 THEN 'Indígena' END AS raca_cor, COUNT(*) AS total_mortes FROM internacoes WHERE ""MORTE"" = true AND ""RACA_COR"" NOT IN (0, 99) GROUP BY ""RACA_COR"" ORDER BY total_mortes DESC LIMIT 1;",True,12.39,,RULE_O,"{""disable_schema_enrichment"": true}",12816,567,13383,0.001552
V6,no_schema_enrichment,GT076,hard,Quais são os 10 municípios que atendem mais pacientes?,"SELECT m.nome AS municipio, COUNT(i.""N_AIH"") AS total_internacoes FROM internacoes i JOIN hospital h ON i.""CNES"" = h.""CNES"" JOIN municipios m ON h.""MUNIC_MOV"" = m.codigo_6d GROUP BY m.nome ORDER BY total_internacoes DESC LIMIT 10;","SELECT mu.""NOME"", COUNT(i.""N_AIH"") AS total_pacientes FROM internacoes i JOIN hospital h ON i.""CNES"" = h.""CNES"" JOIN municipios mu ON h.""MUNIC_MOV"" = mu.""CODIGO_6D"" GROUP BY mu.""NOME"" ORDER BY total_pacientes DESC LIMIT 10;",False,18.28,,RULE_M,"{""disable_schema_enrichment"": true}",14073,769,14842,0.002236
V6,no_schema_enrichment,GT078,hard,"Quais são os 10 principais motivos de internação para pacientes com menos de 18 anos, entre 18 e 64 anos, e acima de 64 anos?","SELECT faixa_etaria, ""CD_DESCRICAO"", total_internacoes FROM (SELECT CASE WHEN i.""IDADE"" < 18 THEN 'Menor de 18' WHEN i.""IDADE"" BETWEEN 18 AND 64 THEN '18 a 64' ELSE '65 ou mais' END AS faixa_etaria, c.""CD_DESCRICAO"", COUNT(*) AS total_internacoes, ROW_NUMBER() OVER (PARTITION BY CASE WHEN i.""IDADE"" < 18 THEN 'Menor de 18' WHEN i.""IDADE"" BETWEEN 18 AND 64 THEN '18 a 64' ELSE '65 ou mais' END ORDER BY COUNT(*) DESC) AS rn FROM internacoes i JOIN cid c ON i.""DIAG_PRINC"" = c.""CID"" GROUP BY faixa_etaria, c.""CD_DESCRICAO"") subquery WHERE rn <= 10 ORDER BY faixa_etaria, rn;","SELECT faixa_etaria, c.""CD_DESCRICAO"" AS motivo_internacao, cnt FROM ( SELECT CASE WHEN i.""IDADE"" < 18 THEN 'Menor de 18' WHEN i.""IDADE"" BETWEEN 18 AND 64 THEN '18 a 64' ELSE '65 ou mais' END AS faixa_etaria, c.""CD_DESCRICAO"", COUNT(*) AS cnt, ROW_NUMBER() OVER (PARTITION BY CASE WHEN i.""IDADE"" < 18 THEN 'Menor de 18' WHEN i.""IDADE"" BETWEEN 18 AND 64 THEN '18 a 64' ELSE '65 ou mais' END ORDER BY COUNT(*) DESC) AS rn FROM internacoes i JOIN cid c ON i.""DIAG_PRINC"" = c.""CID"" GROUP BY faixa_etaria, c.""CD_DESCRICAO"" ) sub WHERE rn <= 10 ORDER BY faixa_etaria, rn;",False,31.61,,,"{""disable_schema_enrichment"": true}",16971,1559,18530,0.003059
V6,no_schema_enrichment,GT081,hard,Quais são os 5 procedimentos mais realizados para cada sexo?,"SELECT faixa_sexo, ""NOME_PROC"", total FROM (SELECT CASE WHEN i.""SEXO"" = 1 THEN 'Masculino' ELSE 'Feminino' END AS faixa_sexo, p.""NOME_PROC"", COUNT(*) AS total, ROW_NUMBER() OVER (PARTITION BY i.""SEXO"" ORDER BY COUNT(*) DESC) AS rn FROM atendimentos a JOIN procedimentos p ON a.""PROC_REA"" = p.""PROC_REA"" JOIN internacoes i ON a.""N_AIH"" = i.""N_AIH"" GROUP BY i.""SEXO"", p.""NOME_PROC"") sub WHERE rn <= 5 ORDER BY faixa_sexo, rn;","SELECT sexo, procedimento, total FROM ( SELECT i.""SEXO"", p.""NOME_PROC"" AS procedimento, COUNT(*) AS total, ROW_NUMBER() OVER (PARTITION BY i.""SEXO"" ORDER BY COUNT(*) DESC) AS rn FROM internacoes i JOIN atendimentos a ON i.""N_AIH"" = a.""N_AIH"" JOIN procedimentos p ON a.""PROC_REA"" = p.""PROC_REA"" GROUP BY i.""SEXO"", p.""NOME_PROC"" ) sub WHERE rn <= 5 ORDER BY sexo, total DESC;",True,17.56,,RULE_J,"{""disable_schema_enrichment"": true}",13919,843,14762,0.002267
V6,no_schema_enrichment,GT083,hard,"Qual é a taxa de mortalidade por nível de instrução no estado do RS, considerando apenas grupos com mais de 1000 internações?","SELECT ins.""DESCRICAO"", COUNT(*) AS total_internacoes, SUM(CASE WHEN i.""MORTE"" = true THEN 1 ELSE 0 END) AS total_mortes, ROUND(SUM(CASE WHEN i.""MORTE"" = true THEN 1 ELSE 0 END) * 100.0 / COUNT(*), 2) AS taxa_mortalidade FROM internacoes i JOIN instrucao ins ON i.""INSTRU"" = ins.""INSTRU"" JOIN municipios mu ON i.""MUNIC_RES"" = mu.codigo_6d WHERE mu.estado = 'RS' AND i.""INSTRU"" IS NOT NULL AND i.""INSTRU"" != 0 GROUP BY ins.""DESCRICAO"" HAVING COUNT(*) > 1000 ORDER BY taxa_mortalidade DESC;","WITH taxa_mortalidade AS ( SELECT ins.""DESCRICAO"", COUNT(*) AS total_internacoes, SUM(CASE WHEN i.""MORTE"" = true THEN 1 ELSE 0 END) AS total_mortes, ROUND(SUM(CASE WHEN i.""MORTE"" = true THEN 1 ELSE 0 END) * 100.0 / COUNT(*), 2) AS taxa_mortalidade FROM internacoes i JOIN instrucao ins ON i.""INSTRU"" = ins.""INSTRU"" JOIN municipios mu ON i.""MUNIC_RES"" = mu.codigo_6d WHERE mu.estado = 'RS' AND i.""INSTRU"" IS NOT NULL AND i.""INSTRU"" != 0 GROUP BY ins.""DESCRICAO"" HAVING COUNT(*) > 1000 ) SELECT ""DESCRICAO"", total_internacoes, total_mortes, taxa_mortalidade FROM taxa_mortalidade;",True,17.18,,,"{""disable_schema_enrichment"": true}",13731,896,14627,0.001829
V6,no_schema_enrichment,GT085,hard,Qual a taxa de mortalidade hospitalar por especialidade médica?,"SELECT e.""DESCRICAO"" AS especialidade, COUNT(*) AS total_internacoes, SUM(CASE WHEN i.""MORTE"" = true THEN 1 ELSE 0 END) AS total_mortes, ROUND(SUM(CASE WHEN i.""MORTE"" = true THEN 1 ELSE 0 END) * 100.0 / COUNT(*), 2) AS taxa_mortalidade FROM internacoes i JOIN especialidade e ON i.""ESPEC"" = e.""ESPEC"" GROUP BY e.""DESCRICAO"" ORDER BY taxa_mortalidade DESC;","SELECT e.""DESCRICAO"" AS especialidade, COUNT(*) AS total_internacoes, SUM(CASE WHEN i.""MORTE"" = true THEN 1 ELSE 0 END) AS total_mortes, ROUND(SUM(CASE WHEN i.""MORTE"" = true THEN 1 ELSE 0 END) * 100.0 / COUNT(*), 2) AS taxa_mortalidade FROM internacoes i JOIN especialidade e ON i.""ESPEC"" = e.""ESPEC"" GROUP BY e.""DESCRICAO"";",True,16.65,,RULE_M,"{""disable_schema_enrichment"": true}",13473,794,14267,0.002171
V6,no_schema_enrichment,GT086,hard,Quais são os 3 hospitais com maior custo médio de UTI por estado (MA e RS)?,"SELECT estado, ""CNES"", ROUND(custo_medio_uti, 2) AS custo_medio_uti FROM (SELECT mu.estado, h.""CNES"", AVG(i.""VAL_UTI"") AS custo_medio_uti, ROW_NUMBER() OVER (PARTITION BY mu.estado ORDER BY AVG(i.""VAL_UTI"") DESC) AS rn FROM internacoes i JOIN hospital h ON i.""CNES"" = h.""CNES"" JOIN municipios mu ON h.""MUNIC_MOV"" = mu.codigo_6d WHERE i.""VAL_UTI"" > 0 AND mu.estado IN ('MA', 'RS') GROUP BY mu.estado, h.""CNES"" HAVING COUNT(*) > 100) sub WHERE rn <= 3 ORDER BY estado, rn;","SELECT mu.""estado"", i.""CNES"", ROUND(AVG(i.""VAL_UTI""), 2) AS ""custo_medio_uti"" FROM ""internacoes"" i JOIN ""hospital"" h ON i.""CNES"" = h.""CNES"" JOIN ""municipios"" mu ON h.""MUNIC_MOV"" = mu.""codigo_6d"" WHERE mu.""estado"" IN ('MA', 'RS') AND i.""VAL_UTI"" > 0 GROUP BY mu.""estado"", i.""CNES"" ORDER BY mu.""estado"", ""custo_medio_uti"" DESC LIMIT 3;",False,23.65,,RULE_J,"{""disable_schema_enrichment"": true}",18783,1078,19861,0.003138
V6,no_schema_enrichment,GT087,hard,Qual a evolução anual da taxa de mortalidade por estado (MA e RS)?,"SELECT mu.estado, EXTRACT(YEAR FROM i.""DT_INTER"") AS ano, COUNT(*) AS total_internacoes, SUM(CASE WHEN i.""MORTE"" = true THEN 1 ELSE 0 END) AS total_mortes, ROUND(SUM(CASE WHEN i.""MORTE"" = true THEN 1 ELSE 0 END) * 100.0 / COUNT(*), 2) AS taxa_mortalidade FROM internacoes i JOIN municipios mu ON i.""MUNIC_RES"" = mu.codigo_6d WHERE mu.estado IN ('MA', 'RS') AND i.""DT_INTER"" IS NOT NULL GROUP BY mu.estado, ano ORDER BY mu.estado, ano;","SELECT mu.""estado"", i.""ano"", ROUND(SUM(CASE WHEN i.""MORTE"" = true THEN 1 ELSE 0 END) * 100.0 / COUNT(*), 2) AS ""taxa_mortalidade"" FROM ""internacoes"" i JOIN ""municipios"" mu ON i.""MUNIC_RES"" = mu.""codigo_6d"" WHERE mu.""estado"" IN ('MA', 'RS') GROUP BY mu.""estado"", i.""ano"" ORDER BY mu.""estado"", i.""ano"";",False,28.4,,,"{""disable_schema_enrichment"": true}",16650,1083,17733,0.002821
V6,no_schema_enrichment,GT088,hard,Quais são os 5 municípios com maior percentual de internações em UTI (com mais de 5000 internações)?,"SELECT mu.nome AS municipio, ROUND(SUM(CASE WHEN i.""VAL_UTI"" > 0 THEN 1 ELSE 0 END) * 100.0 / COUNT(*), 2) AS pct_uti FROM internacoes i JOIN municipios mu ON i.""MUNIC_RES"" = mu.codigo_6d GROUP BY mu.nome HAVING COUNT(*) > 5000 ORDER BY pct_uti DESC LIMIT 5;","WITH total_internacoes AS ( SELECT mu.nome AS municipio, COUNT(*) AS total FROM internacoes i JOIN municipios mu ON i.""MUNIC_RES"" = mu.""codigo_6d"" GROUP BY mu.nome HAVING COUNT(*) > 5000 ), uti_internacoes AS ( SELECT mu.nome AS municipio, COUNT(*) AS total_uti FROM internacoes i JOIN municipios mu ON i.""MUNIC_RES"" = mu.""codigo_6d"" WHERE i.""VAL_UTI"" > 0 GROUP BY mu.nome ) SELECT t.""municipio"", ROUND(COALESCE(u.total_uti, 0) * 100.0 / t.total, 2) AS proporcao FROM total_internacoes t LEFT JOIN uti_internacoes u ON t.""municipio"" = u.""municipio"" ORDER BY proporcao DESC LIMIT 5;",True,18.08,,RULE_N,"{""disable_schema_enrichment"": true}",12764,853,13617,0.001745
V6,no_schema_enrichment,GT094,easy,Quantas nacionalidades estão cadastradas?,SELECT COUNT(*) AS total_nacionalidades FROM nacionalidade;,"SELECT COUNT(DISTINCT ""NACIONAL"") AS total FROM nacionalidade;",True,7.22,,,"{""disable_schema_enrichment"": true}",6779,222,7001,0.000833
V6,no_schema_enrichment,GT099,easy,Qual o total gasto em internações de UTI?,"SELECT SUM(""VAL_UTI"") AS total_gasto_uti FROM internacoes WHERE ""VAL_UTI"" > 0;","SELECT SUM(""VAL_UTI"") AS total_gasto_uti FROM internacoes WHERE ""VAL_UTI"" > 0;",True,10.19,,RULE_A,"{""disable_schema_enrichment"": true}",11367,365,11732,0.001214
V6,no_schema_enrichment,GT105,medium,Quantas internações ocorreram em fins de semana (sábado e domingo)?,"SELECT COUNT(*) AS internacoes_fds FROM internacoes WHERE EXTRACT(DOW FROM ""DT_INTER"") IN (0, 6) AND ""DT_INTER"" IS NOT NULL;","SELECT COUNT(*) AS total FROM internacoes WHERE EXTRACT(DOW FROM ""DT_INTER"") IN (0, 6);",True,10.27,,RULE_G,"{""disable_schema_enrichment"": true}",11493,318,11811,0.001588
V6,no_schema_enrichment,GT108,medium,Qual a distribuição de internações por raça/cor?,"SELECT r.""DESCRICAO"" AS raca_cor, COUNT(*) AS total_internacoes FROM internacoes i JOIN raca_cor r ON i.""RACA_COR"" = r.""RACA_COR"" GROUP BY r.""DESCRICAO"" ORDER BY total_internacoes DESC;","SELECT ""RACA_COR"", COUNT(*) FROM internacoes GROUP BY ""RACA_COR"";",True,11.83,,RULE_O,"{""disable_schema_enrichment"": true}",13528,429,13957,0.001941
V6,no_schema_enrichment,GT111,hard,Quantos hospitais registraram internações mas nunca tiveram nenhum óbito registrado?,"SELECT COUNT(*) AS hospitais_sem_obito FROM (SELECT DISTINCT i.""CNES"" FROM internacoes i WHERE NOT EXISTS (SELECT 1 FROM internacoes d WHERE d.""CNES"" = i.""CNES"" AND d.""MORTE"" = true)) sub;","SELECT COUNT(DISTINCT i.""CNES"") AS total_hospitais FROM internacoes i WHERE i.""CNES"" IS NOT NULL AND NOT EXISTS ( SELECT 1 FROM internacoes d WHERE d.""CNES"" = i.""CNES"" AND d.""MORTE"" = true );",True,13.56,,RULE_K,"{""disable_schema_enrichment"": true}",12847,463,13310,0.001888
V6,no_schema_enrichment,GT113,hard,Quais são os 10 municípios do RS com taxa de mortalidade acima da média estadual (considerando apenas municípios com mais de 500 internações)?,"WITH media_rs AS (SELECT ROUND(SUM(CASE WHEN i.""MORTE"" = true THEN 1 ELSE 0 END) * 100.0 / COUNT(*), 4) AS taxa_media FROM internacoes i JOIN municipios mu ON i.""MUNIC_RES"" = mu.codigo_6d WHERE mu.estado = 'RS'), por_municipio AS (SELECT mu.nome, COUNT(*) AS total_internacoes, ROUND(SUM(CASE WHEN i.""MORTE"" = true THEN 1 ELSE 0 END) * 100.0 / COUNT(*), 2) AS taxa_mortalidade FROM internacoes i JOIN municipios mu ON i.""MUNIC_RES"" = mu.codigo_6d WHERE mu.estado = 'RS' GROUP BY mu.nome HAVING COUNT(*) > 500) SELECT pm.nome, pm.total_internacoes, pm.taxa_mortalidade FROM por_municipio pm, media_rs mr WHERE pm.taxa_mortalidade > mr.taxa_media ORDER BY pm.taxa_mortalidade DESC LIMIT 10;","WITH media_estado AS ( SELECT SUM(CASE WHEN i.""MORTE"" = true THEN 1 ELSE 0 END) * 100.0 / COUNT(*) AS taxa_ref FROM internacoes i JOIN municipios mu ON i.""MUNIC_RES"" = mu.codigo_6d WHERE mu.estado = 'RS'), por_municipio AS ( SELECT mu.nome, COUNT(*) AS total, SUM(CASE WHEN i.""MORTE"" = true THEN 1 ELSE 0 END) * 100.0 / COUNT(*) AS taxa FROM internacoes i JOIN municipios mu ON i.""MUNIC_RES"" = mu.codigo_6d WHERE mu.estado = 'RS' GROUP BY mu.nome HAVING COUNT(*) > 500) SELECT pm.nome, pm.total, ROUND(pm.taxa, 2) AS taxa_mortalidade FROM por_municipio pm, media_estado me WHERE pm.taxa > me.taxa_ref ORDER BY pm.taxa DESC LIMIT 10;",True,20.98,,RULE_N,"{""disable_schema_enrichment"": true}",13520,1160,14680,0.002398
V6,no_schema_enrichment,GT118,hard,Quais são os 10 hospitais com mais de 1000 internações que nunca registraram nenhuma internação em UTI?,"SELECT ""CNES"", COUNT(*) AS total_internacoes FROM internacoes GROUP BY ""CNES"" HAVING COUNT(*) > 1000 AND SUM(CASE WHEN ""VAL_UTI"" > 0 THEN 1 ELSE 0 END) = 0 ORDER BY total_internacoes DESC LIMIT 10;","SELECT ""CNES"", COUNT(*) AS total_internacoes FROM internacoes GROUP BY ""CNES"" HAVING COUNT(*) > 1000 AND NOT EXISTS ( SELECT 1 FROM internacoes d WHERE d.""CNES"" = internacoes.""CNES"" AND d.""VAL_UTI"" > 0 ) ORDER BY total_internacoes DESC LIMIT 10;",True,14.7,,RULE_K,"{""disable_schema_enrichment"": true}",13204,723,13927,0.002088
V6,no_schema_enrichment,GT122,hard,"Quais procedimentos, ordenados por volume decrescente, cobrem até 80% do total de atendimentos realizados?","SELECT nome_proc FROM (SELECT p.""NOME_PROC"" AS nome_proc, COUNT(*) AS total_atendimentos, ROUND(SUM(COUNT(*)) OVER (ORDER BY COUNT(*) DESC ROWS BETWEEN UNBOUNDED PRECEDING AND CURRENT ROW) * 100.0 / SUM(COUNT(*)) OVER (), 2) AS pct_acumulado FROM atendimentos a JOIN procedimentos p ON a.""PROC_REA"" = p.""PROC_REA"" GROUP BY p.""NOME_PROC"") sub WHERE pct_acumulado <= 80 ORDER BY total_atendimentos DESC;","WITH total_atendimentos AS ( SELECT COUNT(*) AS total FROM atendimentos ), procedimentos_count AS ( SELECT p.""NOME_PROC"", COUNT(*) AS total FROM atendimentos a JOIN procedimentos p ON a.""PROC_REA"" = p.""PROC_REA"" GROUP BY p.""NOME_PROC"" ), procedimentos_cumulative AS ( SELECT ""NOME_PROC"", total, SUM(total) OVER (ORDER BY total DESC) AS cumulative_total FROM procedimentos_count ) SELECT ""NOME_PROC"", total FROM procedimentos_cumulative WHERE cumulative_total <= (SELECT total * 0.8 FROM total_atendimentos) ORDER BY total DESC;",False,31.62,,,"{""disable_schema_enrichment"": true}",23010,1318,24328,0.00357
V7,no_rules,GT001,easy,Quantas internações foram registradas no total?,SELECT COUNT(*) AS total_internacoes FROM internacoes;,SELECT COUNT(*) AS total_internacoes FROM internacoes;,True,8.17,,,"{""disable_rules"": true}",9985,249,10234,0.001474
V7,no_rules,GT002,easy,Quantas mortes foram registradas?,"SELECT COUNT(*) AS total_mortes FROM internacoes WHERE ""MORTE"" = true;","SELECT COUNT(*) AS total_mortes FROM internacoes WHERE ""MORTE"" = true;",True,7.76,,RULE_B,"{""disable_rules"": true}",9871,260,10131,0.001013
V7,no_rules,GT007,easy,Quantos registros de internação em UTI existem?,"SELECT COUNT(*) AS total_uti FROM internacoes WHERE ""VAL_UTI"" > 0;","SELECT COUNT(*) AS total FROM internacoes WHERE ""VAL_UTI"" > 0;",True,7.4,,RULE_A,"{""disable_rules"": true}",9891,260,10151,0.001006
V7,no_rules,GT010,easy,Quantos casos obstétricos foram registrados?,"SELECT COUNT(*) AS total_obstetricos FROM internacoes WHERE ""ESPEC"" = 2;","SELECT COUNT(*) AS total FROM internacoes WHERE ""ESPEC"" = 2;",True,8.58,,RULE_A,"{""disable_rules"": true}",9833,254,10087,0.000994
V7,no_rules,GT014,medium,Quantas internações por meningite ocasionaram em morte?,"SELECT COUNT(*) FROM internacoes i JOIN cid c ON i.""CID_MORTE"" = c.""CID"" WHERE c.""CD_DESCRICAO"" ILIKE '%meningite%' AND i.""MORTE"" = true;","SELECT COUNT(*) AS total FROM internacoes i JOIN cid c ON i.""CID_MORTE"" = c.""CID"" WHERE i.""MORTE"" = true AND c.""CD_DESCRICAO"" ILIKE '%meningite%';",True,11.65,,RULE_B,"{""disable_rules"": true}",11746,412,12158,0.001836
V7,no_rules,GT017,easy,Qual o tempo médio de permanência hospitalar?,"SELECT AVG(""DIAS_PERM"") AS tempo_medio_permanencia FROM internacoes;","SELECT AVG(""DIAS_PERM"") AS tempo_medio_permanencia, COUNT(*) AS total_internacoes FROM internacoes;",True,12.3,,,"{""disable_rules"": true}",9963,340,10303,0.001458
V7,no_rules,GT040,easy,Qual a taxa de mortalidade infantil média no Brasil?,SELECT AVG(valor) AS taxa_media_mortalidade_infantil FROM socioeconomico WHERE metrica = 'mortalidade_infantil_1ano';,"SELECT AVG(s.""valor"") AS taxa_mortalidade_infantil_media FROM socioeconomico s WHERE s.""metrica"" = 'mortalidade_infantil_1ano';",False,15.83,,,"{""disable_rules"": true}",7507,572,8079,0.001306
V7,no_rules,GT021,hard,Quais são os 5 procedimentos mais realizados?,"SELECT p.""NOME_PROC"" AS procedimento, COUNT(*) AS total FROM atendimentos a JOIN procedimentos p ON a.""PROC_REA"" = p.""PROC_REA"" GROUP BY p.""NOME_PROC"" ORDER BY total DESC LIMIT 5;","SELECT p.""NOME_PROC"", COUNT(*) AS total FROM atendimentos a JOIN procedimentos p ON a.""PROC_REA"" = p.""PROC_REA"" GROUP BY p.""NOME_PROC"" ORDER BY total DESC LIMIT 5;",False,18.65,,,"{""disable_rules"": true}",12654,599,13253,0.002017
V7,no_rules,GT023,medium,Quantas internações de UTI resultaram em óbito?,"SELECT COUNT(*) AS uti_com_obito FROM internacoes WHERE ""VAL_UTI"" > 0 AND ""MORTE"" = true;","SELECT COUNT(*) AS total FROM internacoes WHERE ""VAL_UTI"" > 0 AND ""MORTE"" = true;",True,12.15,,RULE_B,"{""disable_rules"": true}",10208,370,10578,0.00112
V7,no_rules,GT028,hard,Quais sao os 10 municípios com mais de 100 internações com a maior taxa de mortalidade?,"SELECT mu.nome AS municipio, COUNT(*) AS total_internacoes, SUM(CASE WHEN i.""MORTE"" = true THEN 1 ELSE 0 END) AS total_mortes, ROUND(SUM(CASE WHEN i.""MORTE"" = true THEN 1 ELSE 0 END) * 100.0 / COUNT(*), 2) AS taxa_mortalidade FROM internacoes i JOIN municipios mu ON i.""MUNIC_RES"" = mu.codigo_6d GROUP BY mu.nome HAVING COUNT(*) > 100 ORDER BY taxa_mortalidade DESC LIMIT 10;","SELECT mu.""nome"" AS municipio, COUNT(*) AS total_internacoes, ROUND(SUM(CASE WHEN i.""MORTE"" = true THEN 1 ELSE 0 END) * 100.0 / COUNT(*), 2) AS taxa_mortalidade FROM internacoes i JOIN municipios mu ON i.""MUNIC_RES"" = mu.""codigo_6d"" GROUP BY mu.""nome"" HAVING COUNT(*) > 100 ORDER BY taxa_mortalidade DESC LIMIT 10;",True,18.9,,RULE_M,"{""disable_rules"": true}",11761,810,12571,0.00201
V7,no_rules,GT033,easy,Qual a idade média dos pacientes internados?,"SELECT AVG(""IDADE"") AS idade_media FROM internacoes WHERE ""IDADE"" IS NOT NULL;","SELECT AVG(""IDADE"") AS idade_media FROM internacoes;",True,9.85,,,"{""disable_rules"": true}",9739,274,10013,0.001001
V7,no_rules,GT035,medium,Qual o diagnóstico mais comum nas internações?,"SELECT c.""CD_DESCRICAO"" AS diagnostico, COUNT(*) AS total FROM internacoes i JOIN cid c ON i.""DIAG_PRINC"" = c.""CID"" WHERE i.""DIAG_PRINC"" IS NOT NULL GROUP BY c.""CD_DESCRICAO"" ORDER BY total DESC LIMIT 1;","SELECT c.""CD_DESCRICAO"" AS diagnostico, COUNT(*) AS total_internacoes FROM internacoes i JOIN cid c ON i.""DIAG_PRINC"" = c.""CID"" WHERE i.""DIAG_PRINC"" IS NOT NULL GROUP BY c.""CD_DESCRICAO"" ORDER BY total_internacoes DESC LIMIT 1;",True,14.6,,RULE_E,"{""disable_rules"": true}",11430,489,11919,0.001393
V7,no_rules,GT036,medium,Quantas internações ocorreram em 2015?,"SELECT COUNT(*) AS internacoes_2015 FROM internacoes WHERE EXTRACT(YEAR FROM ""DT_INTER"") = 2015;","SELECT COUNT(*) AS total FROM internacoes WHERE EXTRACT(YEAR FROM ""DT_INTER"") = 2015;",True,9.24,,RULE_G,"{""disable_rules"": true}",10136,295,10431,0.001054
V7,no_rules,GT037,medium,Quantos pacientes nasceram antes de 1950?,"SELECT COUNT(*) AS nascidos_antes_1950 FROM internacoes WHERE EXTRACT(YEAR FROM ""NASC"") < 1950;","SELECT COUNT(*) AS total FROM internacoes WHERE ""NASC"" < '1950-01-01';",True,8.03,,RULE_H,"{""disable_rules"": true}",9880,273,10153,0.001003
V7,no_rules,GT039,medium,Quais são as três causas de morte mais frequentes entre mulheres?,"SELECT c.""CD_DESCRICAO"", COUNT(*) AS total_mortes FROM internacoes i JOIN cid c ON i.""CID_MORTE"" = c.""CID"" WHERE i.""SEXO"" = 3 AND i.""MORTE"" = true AND i.""CID_MORTE"" IS NOT NULL GROUP BY c.""CD_DESCRICAO"" ORDER BY total_mortes DESC LIMIT 3;","SELECT c.""CD_DESCRICAO"" AS causa_morte, COUNT(*) AS total_mortes FROM internacoes i JOIN cid c ON i.""CID_MORTE"" = c.""CID"" WHERE i.""MORTE"" = true AND i.""SEXO"" = 3 GROUP BY c.""CD_DESCRICAO"" ORDER BY total_mortes DESC LIMIT 3;",True,12.33,,RULE_B,"{""disable_rules"": true}",11514,542,12056,0.001342
